3.600000000000000000e+01,2.700000000000000000e+01,7.100000000000000000e+01,8.099999999999999645e+00,3.339999999999999858e+00,1.140000000000000036e+01,8.150000000000000000e+01,3.243000000000000000e+03,8.800000000000000711e+00,4.260000000000000142e+01,1.169999999999999929e+01,2.100000000000000000e+01,1.500000000000000000e+01,5.900000000000000000e+01,5.900000000000000000e+01,9.218700000000000045e+02
3.500000000000000000e+01,2.300000000000000000e+01,7.200000000000000000e+01,1.109999999999999964e+01,3.140000000000000124e+00,1.100000000000000000e+01,7.879999999999999716e+01,4.281000000000000000e+03,3.600000000000000089e+00,5.070000000000000284e+01,1.440000000000000036e+01,8.000000000000000000e+00,1.000000000000000000e+01,3.900000000000000000e+01,5.700000000000000000e+01,9.978750000000000000e+02
4.400000000000000000e+01,2.900000000000000000e+01,7.400000000000000000e+01,1.040000000000000036e+01,3.209999999999999964e+00,9.800000000000000711e+00,8.159999999999999432e+01,4.260000000000000000e+03,8.000000000000000444e-01,3.939999999999999858e+01,1.240000000000000036e+01,6.000000000000000000e+00,6.000000000000000000e+00,3.300000000000000000e+01,5.400000000000000000e+01,9.623540000000000418e+02
4.700000000000000000e+01,4.500000000000000000e+01,7.900000000000000000e+01,6.500000000000000000e+00,3.410000000000000142e+00,1.109999999999999964e+01,7.750000000000000000e+01,3.125000000000000000e+03,2.710000000000000142e+01,5.020000000000000284e+01,2.060000000000000142e+01,1.800000000000000000e+01,8.000000000000000000e+00,2.400000000000000000e+01,5.600000000000000000e+01,9.822910000000000537e+02
4.300000000000000000e+01,3.500000000000000000e+01,7.700000000000000000e+01,7.599999999999999645e+00,3.439999999999999947e+00,9.599999999999999645e+00,8.459999999999999432e+01,6.441000000000000000e+03,2.439999999999999858e+01,4.370000000000000284e+01,1.430000000000000071e+01,4.300000000000000000e+01,3.800000000000000000e+01,2.060000000000000000e+02,5.500000000000000000e+01,1.071288999999999987e+03
5.300000000000000000e+01,4.500000000000000000e+01,8.000000000000000000e+01,7.700000000000000178e+00,3.450000000000000178e+00,1.019999999999999929e+01,6.679999999999999716e+01,3.325000000000000000e+03,3.850000000000000000e+01,4.310000000000000142e+01,2.550000000000000000e+01,3.000000000000000000e+01,3.200000000000000000e+01,7.200000000000000000e+01,5.400000000000000000e+01,1.030380000000000109e+03
4.300000000000000000e+01,3.000000000000000000e+01,7.400000000000000000e+01,1.090000000000000036e+01,3.229999999999999982e+00,1.209999999999999964e+01,8.390000000000000568e+01,4.679000000000000000e+03,3.500000000000000000e+00,4.920000000000000284e+01,1.130000000000000071e+01,2.100000000000000000e+01,3.200000000000000000e+01,6.200000000000000000e+01,5.600000000000000000e+01,9.347000000000000455e+02
4.500000000000000000e+01,3.000000000000000000e+01,7.300000000000000000e+01,9.300000000000000711e+00,3.290000000000000036e+00,1.059999999999999964e+01,8.600000000000000000e+01,2.140000000000000000e+03,5.299999999999999822e+00,4.039999999999999858e+01,1.050000000000000000e+01,6.000000000000000000e+00,4.000000000000000000e+00,4.000000000000000000e+00,5.600000000000000000e+01,8.995289999999999964e+02
3.600000000000000000e+01,2.400000000000000000e+01,7.000000000000000000e+01,9.000000000000000000e+00,3.310000000000000053e+00,1.050000000000000000e+01,8.320000000000000284e+01,6.582000000000000000e+03,8.099999999999999645e+00,4.250000000000000000e+01,1.259999999999999964e+01,1.800000000000000000e+01,1.200000000000000000e+01,3.700000000000000000e+01,6.100000000000000000e+01,1.001902000000000044e+03
3.600000000000000000e+01,2.700000000000000000e+01,7.200000000000000000e+01,9.500000000000000000e+00,3.359999999999999876e+00,1.069999999999999929e+01,7.929999999999999716e+01,4.213000000000000000e+03,6.700000000000000178e+00,4.100000000000000000e+01,1.319999999999999929e+01,1.200000000000000000e+01,7.000000000000000000e+00,2.000000000000000000e+01,5.900000000000000000e+01,9.123469999999999800e+02
5.200000000000000000e+01,4.200000000000000000e+01,7.900000000000000000e+01,7.700000000000000178e+00,3.390000000000000124e+00,9.599999999999999645e+00,6.920000000000000284e+01,2.302000000000000000e+03,2.219999999999999929e+01,4.129999999999999716e+01,2.419999999999999929e+01,1.800000000000000000e+01,8.000000000000000000e+00,2.700000000000000000e+01,5.600000000000000000e+01,1.017613000000000056e+03
